Substance Number;Common Name;Chemical Name;CAS Number;DOT Number;SHHS List;synonym;Source 1;CA;CO;MU;TE;F4;F3;F2;R4;R3;R2;R1;Source 2;Source 3;Source 4;Source 5;Source 6;Source 7;Source 8;Source 14;Source 15;Source 17;Source 18;Source 19;Source 20;Source 21;Source 22;non prefix
0951;FUMARYL CHLORIDE;2-BUTENEDIOYL DICHLORIDE, (2E)-;            627-63-4;1780;#;;;;CO;;;;;F2;;;R2;;;3;;;;;;;;17;;;;;;FUMARYLCHLORIDE
0952;FURAN;FURAN;            110-00-9;2389;#;;;CA;;;;F4;;;;;;R1;;3;;5;6;7;8;;15;17;;19;20;21;22;FURAN
0953;FURFURAL;2-FURANCARBOXALDEHYDE;             98-01-1;1199;;;1;;;;;;;F2;;;;R1;2;3;4;;;7;8;;15;17;;;20;21;;FURFURAL
0954;FURFURYL ALCOHOL;2-FURANMETHANOL;             98-00-0;2874;;;1;;;;;;;F2;;;;R1;2;3;4;;;;;;15;17;;;;;;FURFURYLALCOHOL
0955;FURFURYLAMINE;2-FURANMETHANAMINE;            617-89-0;2526;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;FURFURYLAMINE
0956;GALLIUM;GALLIUM;           7440-55-3;2803;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;GALLIUM
0957;GASOLINE;GASOLINE, NATURAL;           8006-61-9;1203;#;;;CA;;;;;F3;;;;;;2;3;4;;6;7;;;15;17;;;;;;GASOLINE
0958;GERMANIUM HYDRIDE;GERMANE;           7782-65-2;2192;#;;;;;;;F4;;;;R3;;;2;3;4;;;;;;15;17;;;;;;GERMANIUMHYDRIDE
0960;GLUTARALDEHYDE;PENTANEDIAL;            111-30-8;;;;;;;;;;;;;;;;2;;4;;;;;;;;;;;;;GLUTARALDEHYDE
0961;GLYCIDALDEHYDE;OXIRANECARBOXALDEHYDE;            765-34-4;2622;#;;;CA;;;;;F3;;;;;;;3;;;;7;8;;;17;;;20;21;;GLYCIDALDEHYDE
0962;GLYCOLONITRILE;ACETONITRILE, HYDROXY-;            107-16-4;;;;;;;;;;;;;;;;;;4;;6;;;;;;;19;;;;GLYCOLONITRILE
0963;1-METHYL-3-NITRO-1-NITROSOGUANIDINE;GUANIDINE, N-METHYL-N'-NITRO-N-NITROSO-;             70-25-7;;#;;;CA;;MU;;;;;;;;;;;;5;;7;;;;;;;20;21;;METHYLNITRONITROSOGUANIDINE
0964;GUANIDINE NITRATE;GUANIDINE, MONONITRATE;            506-93-4;1467;#;;;;;;;;;;;R3;;;;3;;;;;;;;17;;;;;;GUANIDINENITRATE
0966;GUTHION;PHOSPHORODITHIOIC ACID, O,O-DIMETHYL S-[(4-OXO-1,2,3-BENZOTRIAZIN-3(4H)-YL)METHYL]ESTER;             86-50-0;2783;;;1;;;;;;;;;;;;2;3;4;;6;;;14;;17;;19;20;;;GUTHION
0967;HAFNIUM;HAFNIUM;           7440-58-6;2545;#;;1;;;;;;F3;;;R3;;;2;3;4;;;;;;;17;;;;;;HAFNIUM
0970;7H-DIBENZO(c,g)CARBAZOLE;7H-DIBENZO[c,g]CARBAZOLE;            194-59-2;;#;;;CA;;;;;;;;;;;;;;5;6;7;;;;;18;;;;;DIBENZOCARBAZOLE
0972;HELIUM;HELIUM;           7440-59-7;1046;;;;;;;;;;;;;;;2;3;;;;;;;;17;;;;;;HELIUM
0973;HEXAMETHYLPHOSPHORAMIDE;PHOSPHORIC TRIAMIDE, HEXAMETHYL-;            680-31-9;3082;#;;;CA;;;;;;;;;;;2;3;4;5;6;7;;;;17;18;;20;;;HEXAMETHYLPHOSPHORAMIDE
0974;HEPTACHLOR;4,7-METHANO-1H-INDENE, 1,4,5,6,7,8,8-HEPTACHLORO-3a,4,7,7a-TETRAHYDRO-;             76-44-8;2761;#;;1;CA;;;TE;;;;;;;;2;3;4;;6;7;8;14;;17;18;;20;21;;HEPTACHLOR
0975;1-HEPTANETHIOL;1-HEPTANETHIOL;           1639-09-4;1228;;;;;;;;;;F2;;;;;;3;4;;;;;;;17;;;;;;HEPTANETHIOL
0976;HEPTENE;HEPTENE;          25339-56-4;2278;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;HEPTENE
0977;HEXACHLOROACETONE;2-PROPANONE, 1,1,1,3,3,3-HEXACHLORO-;            116-16-5;2661;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXACHLOROACETONE
0978;HEXACHLOROBENZENE;BENZENE, HEXACHLORO-;            118-74-1;2729;#;;;CA;;;TE;;;;;;;;2;3;;5;6;7;8;;;17;18;;20;21;;HEXACHLOROBENZENE
0979;HEXACHLOROBUTADIENE;1,3-BUTADIENE, 1,1,2,3,4,4,-HEXACHLORO-;             87-68-3;2279;#;;;CA;;;;;;;;;;R1;2;3;4;;6;7;8;;15;17;18;;20;21;;HEXACHLOROBUTADIENE
0980;HEXACHLOROCYCLOPENTADIENE;1,3-CYCLOPENTADIENE,1,2,3,4,5,5-HEXACHLORO-;             77-47-4;2646;#;;;;CO;;;;;;;;;;2;3;4;;6;;8;;;17;18;19;20;21;;HEXACHLOROCYCLOPENTADIENE
0981;HEXACHLOROETHANE;ETHANE, HEXACHLORO-;             67-72-1;9037;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;HEXACHLOROETHANE
0982;HEXACHLORONAPHTHALENE;NAPHTHALENE, HEXACHLORO-;           1335-87-1;;;;1;;;;;;;;;;;;2;;4;;6;;;;;;18;;;;;HEXACHLORONAPHTHALENE
0983;HEXACHLOROPHENE;PHENOL, 2,2'-METHYLENEBIS[3,4,6-TRICHLORO-;             70-30-4;2875;;;;;;;;;;;;;;;;3;;;6;7;8;;;17;18;;20;21;;HEXACHLOROPHENE
0984;1-HEXADECANETHIOL;1-HEXADECANETHIOL;           2917-26-2;3071;;;;;;;;;;;;;;;;3;4;;;;;;15;17;;;;;;HEXADECANETHIOL
0985;1,4-HEXADIENE;1,4-HEXADIENE;            592-45-0;2458;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;HEXADIENE
0986;HEXAETHYL TETRAPHOSPHATE;TETRAPHOSPHORIC ACID, HEXAETHYL ESTER;            757-58-4;1611;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;HEXAETHYLTETRAPHOSPHATE
0987;HEXAFLUOROACETONE;2-PROPANONE, 1,1,1,3,3,3-HEXAFLUORO-;            684-16-2;2420;#;;;;;;;;;;;;R2;;2;3;4;;;;;;;17;;;;;;HEXAFLUOROACETONE
0988;HEXAFLUOROACETONE HYDRATE;2-PROPANONE, 1,1,1,3,3,3-HEXAFLUORO-, MONOHYDRATE;          10543-95-0;2552;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXAFLUOROACETONEHYDRATE
0989;HEXAFLUOROETHANE;ETHANE, HEXAFLUORO-;             76-16-4;2193;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXAFLUOROETHANE
0990;HEXAFLUOROPHOSPHORIC ACID;PHOSPHATE(1-), HEXAFLUORO-, HYDROGEN;          16940-81-1;1782;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXAFLUOROPHOSPHORICACID
0991;HEXAFLUOROPROPYLENE;1-PROPENE, 1,1,2,3,3,3-HEXAFLUORO-;            116-15-4;1858;;;;;;;;;;;;;;R1;2;3;;;;;;;;17;;;;;;HEXAFLUOROPROPYLENE
0992;HEXAFLUOROPROPYLENE OXIDE;OXIRANE, TRIFLUORO(TRIFLUOROMETHYL)-;            428-59-1;1956;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXAFLUOROPROPYLENEOXIDE
0993;HEXALDEHYDE;HEXANAL;             66-25-1;1207;#;;;;;;;;F3;;;;;R1;;3;;;;;;;15;17;;;;;;HEXALDEHYDE
0994;HEXAMETHYLENE DIAMINE;1,6-HEXANEDIAMINE;            124-09-4;2280;#;;;;CO;;;;;F2;;;;;2;3;;;;;;;;17;;;;;;HEXAMETHYLENEDIAMINE
0995;HEXAMETHYLENE DIISOCYANATE;HEXANE, 1,6-DIISOCYANATO-;            822-06-0;2281;;;;;;;;;;;;;;R1;2;3;4;;6;;8;;;17;18;;20;;;HEXAMETHYLENEDIISOCYANATE
0996;HEXAMINE;1,3,5,7-TETRAAZATRICYCLO[3.3.1.13,7]DECANE;            100-97-0;1328;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;HEXAMINE
0998;1-HEXANETHIOL;1-HEXANETHIOL;            111-31-9;1228;#;;;;;;;;F3;;;;;;;3;4;;;;;;;17;;;;;;HEXANETHIOL
0999;HEXANITRODIPHENYLAMINE;BENZENAMINE, 2,4,6-TRINITRO-N-(2,4,6-TRINITROPHENYL)-;            131-73-7;0079;#;;;;;;;;F3;;;R3;;;;3;;;;;;;;17;;;;;;HEXANITRODIPHENYLAMINE
1001;n-HEXANOL;1-HEXANOL;            111-27-3;2282;;;;;;;;;;F2;;;;;;3;;;;;;;15;17;;;;;;HEXANOL
1002;1-HEXENE;1-HEXENE;            592-41-6;2370;#;;;;;;;;F3;;;;;;2;3;;;;;;;15;17;;;;;;HEXENE
1003;HEXYLENE GLYCOL;2,4-PENTANEDIOL, 2-METHYL-;            107-41-5;1993;;;;;;;;;;F2;;;;;2;3;4;;;;;;15;17;;;;;;HEXYLENEGLYCOL
1004;HEXYL TRICHLOROSILANE;SILANE, TRICHLOROHEXYL-;            928-65-4;1784;#;;;;CO;;;;;;;;R2;;;3;;;;;;;;17;;;;;;HEXYLTRICHLOROSILANE
1006;HYDRAZINE;HYDRAZINE;            302-01-2;2029;#;;1;CA;CO;MU;TE;F4;;;;R3;;;2;3;4;5;6;7;8;;15;17;18;19;20;21;22;HYDRAZINE
1007;1,2-DIETHYLHYDRAZINE;HYDRAZINE, 1,2-DIETHYL-;           1615-80-1;3293;#;;;CA;;;;;;;;;;;;3;;;;7;;;;17;;;20;21;;DIETHYLHYDRAZINE
1008;1,2-DIMETHYLHYDRAZINE;HYDRAZINE, 1,2-DIMETHYL-;            540-73-8;2382;#;;;CA;CO;MU;;;F3;;;;;R1;;3;;;;7;;;;17;;;20;21;;DIMETHYLHYDRAZINE2
1009;HYDRIODIC ACID;HYDRIODIC ACID;          10034-85-2;1787;#;;;;CO;;;;;;;;;;;3;;;;;;;15;17;;;;;;HYDRIODICACID
1010;HYDROGEN;HYDROGEN;           1333-74-0;1049;#;;;;;;;F4;;;;;;;2;3;;;6;;;;15;17;;;;;22;HYDROGEN
1011;HYDROGEN BROMIDE;HYDROBROMIC ACID;          10035-10-6;1048;#;;1;;CO;;;;;;;;;;2;3;4;;;;;;15;17;;;;;;HYDROGENBROMIDE
1012;HYDROGEN CHLORIDE;HYDROCHLORIC ACID;           7647-01-0;1050;#;;1;;CO;;;;;;;;;R1;2;3;4;;6;7;8;;15;17;18;19;20;;22;HYDROGENCHLORIDE
1013;HYDROGEN CYANIDE;HYDROCYANIC ACID;             74-90-8;1051;#;;1;;;;;F4;;;;;R2;;2;3;4;;6;;8;14;15;17;18;19;20;21;22;HYDROGENCYANIDE
1015;HYDROGEN PEROXIDE;HYDROGEN PEROXIDE;           7722-84-1;2015;#;;1;;CO;MU;;;;;;R3;;;2;3;4;;6;7;;;15;17;;19;;;;HYDROGENPEROXIDE
1016;HYDROGEN SELENIDE;HYDROGEN SELENIDE (H2Se);           7783-07-5;2202;#;;1;;;;;F4;;;;R3;;;2;3;4;;6;;8;;;17;18;19;20;;22;HYDROGENSELENIDE
1017;HYDROGEN SULFIDE;HYDROGEN SULFIDE (H2S);           7783-06-4;1053;#;;1;;;;;F4;;;;;;;2;3;4;;6;;8;;15;17;18;19;20;21;22;HYDROGENSULFIDE
1018;HEXAHYDROPHTHALIC ANHYDRIDE  (all isomers);1,3-ISOBENZOFURANDIONE, HEXAHYDRO-;             85-42-7;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;HEXAHYDROPHTHALICANHYDRIDE
1019;HYDROQUINONE;1,4-BENZENEDIOL;            123-31-9;2662;;;1;;;;;;;;;;;;2;3;4;;6;7;8;;15;17;18;19;20;;;HYDROQUINONE
1020;HYDROXYLAMINE SULFATE;HYDROXYLAMINE, SULFATE;          10039-54-0;2865;#;;;;CO;;;;;;;R3;;;;3;;;;;;;;17;;;;;;HYDROXYLAMINESULFATE
1023;INDENE;1H-INDENE;             95-13-6;;;;;;;;;;;F2;;;;;2;;4;;;;;;;;;;;;;INDENE
1024;PYRENE;PYRENE;            129-00-0;3082;;;;;;;;;;;;;;;;3;;;6;7;8;;;17;;19;20;;;PYRENE
1025;INDIUM;INDIUM;           7440-74-6;3089;#;;;;;;;;F3;;;;;;2;3;4;;;;;;;17;;;;;;INDIUM
1026;IODINE;IODINE;           7553-56-2;3085;;;1;;;;;;;;;;;;2;3;4;;;;;;;17;;;;;;IODINE
1027;IODINE MONOCHLORIDE;IODINE CHLORIDE (ICl);           7790-99-0;1792;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;IODINEMONOCHLORIDE
1028;IODINE PENTAFLUORIDE;IODINE FLUORIDE (IF5);           7783-66-6;2495;#;;;;CO;;;;;;;;R2;;;3;;;;;;;;17;;;;;;IODINEPENTAFLUORIDE
1029;2-IODOBUTANE;BUTANE, 2-IODO-;            513-48-4;2390;#;;;;;;;;F3;;;;R2;;;3;;;;;;;;17;;;;;;IODOBUTANE
1030;IODOFORM;METHANE, TRIIODO-;             75-47-8;;;;;;;;;;;;;;;;2;;4;;;;;;;;;;;;;IODOFORM
1033;IODO PROPANE;PROPANE, IODO-;          26914-02-3;2392;;;;;;;;;;F2;;;;;;3;;;;;;;;17;;;;;;IODOPROPANE
1034;IRON CHLORIDE;IRON CHLORIDE (FeCl3);           7705-08-0;1773;#;;;;CO;;;;;;;;;;2;3;4;;;;;;;17;;;20;;;IRONCHLORIDE
1036;IRON OXIDE;IRON OXIDE (Fe2O3);           1309-37-1;;;;1;;;;;;;;;;;;2;;4;;;7;;;;;;;;;;IRONOXIDE
1037;IRON PENTACARBONYL;IRON CARBONYL (Fe(CO)5), (TB-5-11)-;          13463-40-6;1994;#;;;;;;;;F3;;;;;R1;2;3;4;;6;;;;15;17;18;19;;;22;IRONPENTACARBONYL
1038;ISOAMYL ACETATE;1-BUTANOL, 3-METHYL-, ACETATE;            123-92-2;1104;#;;1;;;;;;F3;;;;;;2;3;4;;;;;;15;17;;;20;;;ISOAMYLACETATE
1039;ISOAMYL ALCOHOL;1-BUTANOL, 3-METHYL-;            123-51-3;1105;;;1;;;;;;;F2;;;;;2;3;4;;;;;;15;17;;;;;;ISOAMYLALCOHOL
1040;ISOBUTANE;PROPANE, 2-METHYL-;             75-28-5;1969;#;;;;;;;F4;;;;;;;2;3;4;;6;;;;15;17;;;;;22;ISOBUTANE
1041;ISOBUTYL ACETATE;ACETIC ACID, 2-METHYLPROPYL ESTER;            110-19-0;1213;#;;1;;;;;;F3;;;;;;2;3;4;;;;;;15;17;;;20;;;ISOBUTYLACETATE
1042;ISOBUTYL ACRYLATE;2-PROPENOIC ACID, 2-METHYLPROPYL ESTER;            106-63-8;2527;#;;;;;;;;F3;;;;;R1;;3;;;;;;;15;17;;;;;;ISOBUTYLACRYLATE
1043;ISOBUTYL ALCOHOL;1-PROPANOL, 2-METHYL-;             78-83-1;1212;#;;1;;;;;;F3;;;;;;2;3;4;;;;8;;15;17;;;20;21;;ISOBUTYLALCOHOL
1044;ISOBUTYLAMINE;1-PROPANAMINE, 2-METHYL-;             78-81-9;1214;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;20;;;ISOBUTYLAMINE
1045;ISOBUTYLENE;1-PROPENE, 2-METHYL-;            115-11-7;1055;#;;;;;;;F4;;;;;;R1;2;3;;;6;;;;15;17;;;;;22;ISOBUTYLENE
1046;ISOBUTYL FORMATE;FORMIC ACID, 2-METHYLPROPYL ESTER;            542-55-2;2393;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;ISOBUTYLFORMATE
1047;ISOBUTYL ISOBUTYRATE;PROPANOIC ACID, 2-METHYL-, 2-METHYLPROPYL ESTER;             97-85-8;2528;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;ISOBUTYLISOBUTYRATE
1048;ISOBUTYL ISOCYANATE;PROPANE, 1-ISOCYANATO-2-METHYL-;           1873-29-6;2486;#;;;;;;;;F3;;;;R2;;;3;;;;;;;;17;;;;;;ISOBUTYLISOCYANATE
1049;ISOBUTYLMETHACRYLATE;2-PROPENOIC ACID, 2-METHYL-, 2-METHYLPROPYL ESTER;             97-86-9;2283;#;;;;;;;;;F2;;;R2;;;3;;;;;;;;17;;;;;;ISOBUTYLMETHACRYLATE
1050;ISOBUTYL PROPIONATE;PROPANOIC ACID, 2-METHYLPROPYL ESTER;            540-42-1;2394;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOBUTYLPROPIONATE
1051;ISOBUTYRALDEHYDE;PROPANAL, 2-METHYL-;             78-84-2;2045;#;;;;;;;;F3;;;;;R1;;3;;;6;;;;15;17;18;;;;;ISOBUTYRALDEHYDE
1052;ISOBUTYRIC ACID;PROPANOIC ACID, 2-METHYL-;             79-31-2;2529;;;;;;;;;;F2;;;;;;3;;;;;;;15;17;;;20;;;ISOBUTYRICACID
1053;ISOBUTYRIC ANHYDRIDE;PROPANOIC ACID, 2-METHYL-, ANHYDRIDE;             97-72-3;2530;;;;;;;;;;F2;;;;R1;;3;;;;;;;15;17;;;;;;ISOBUTYRICANHYDRIDE
1054;ISOBUTYRONITRILE;PROPANENITRILE, 2-METHYL-;             78-82-0;2284;#;;;;;;;;F3;;;;;;;3;4;;6;;;;15;17;;19;;;22;ISOBUTYRONITRILE
1055;ISOBUTYRYLCHLORIDE;PROPANOYL CHLORIDE, 2-METHYL-;             79-30-1;2395;#;;;;;;;;F3;;;;R2;;;3;;;;;;;;17;;;;;;ISOBUTYRYLCHLORIDE
1061;ISOOCTANE;PENTANE, 2,2,4-TRIMETHYL-;            540-84-1;1262;#;;;;;;;;F3;;;;;;2;3;;;;;8;;15;17;;;20;;;ISOOCTANE
1062;ISOOCTENE;ISOOCTENE;          11071-47-9;1216;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;ISOOCTENE
1063;ISOOCTYL ALCOHOL;ISOOCTANOL;          26952-21-6;;;;;;;;;;;F2;;;;;2;;4;;;;;;15;;;;;;;ISOOCTYLALCOHOL
1064;ISOPENTANE;BUTANE, 2-METHYL-;             78-78-4;1265;#;;1;;;;;F4;;;;;;;2;3;4;;6;;;;15;17;;;;;22;ISOPENTANE
1065;ISOPENTANOIC ACID;BUTANOIC ACID, 3-METHYL-;            503-74-2;1760;#;;;;CO;;;;;F2;;;;;;3;;;;;;;15;17;;;;;;ISOPENTANOICACID
1066;ISOPHORONE;2-CYCLOHEXEN-1-ONE, 3,5,5-TRIMETHYL-;             78-59-1;1993;#;;1;CA;;;;;;F2;;;;R1;2;3;4;;;;8;;15;17;;;20;;22;ISOPHORONE
1067;ISOPHORONEDIAMINE;CYCLOHEXANEMETHANAMINE, 5-AMINO-1,3,3-TRIMETHYL-;           2855-13-2;2289;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;ISOPHORONEDIAMINE
1068;ISOPHORONE DIISOCYANATE;CYCLOHEXANE, 5-ISOCYANATO-1-(ISOCYANATOMETHYL)-1,3,3-TRIMETHYL-;           4098-71-9;2290;;;;;;;;;;;;;;R1;2;3;4;;6;;;;15;17;18;19;;;;ISOPHORONEDIISOCYANATE
1069;ISOPRENE;1,3-BUTADIENE, 2-METHYL-;             78-79-5;1218;#;;;CA;;;;F4;;;;;R2;;;3;;5;6;7;;;15;17;;;20;;22;ISOPRENE
1070;ISOPROPANOLAMINE DODECYLBENZENESULFONATE;BENZENESULFONIC ACID, DODECYL-, compd. with 1-AMINO-2-PROPANOL (1:1);          42504-46-1;9127;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;;;ISOPROPANOLAMINEDODECYLBENZENESULFONATE
1071;ISOPROPENYL ACETATE;1-PROPEN-2-OL, ACETATE;            108-22-5;2403;#;;;;;;;;F3;;;;;R1;;3;;;;;;;15;17;;;;;;ISOPROPENYLACETATE
1072;ISOPROPENYL BENZENE;BENZENE, (1-METHYLETHENYL)-;             98-83-9;2303;;;1;;;;;;;F2;;;;;2;3;4;;;;;;;17;;;;;;ISOPROPENYLBENZENE
1073;ISOPROPOXYETHANOL;ETHANOL, 2-(1-METHYLETHOXY)-;            109-59-1;;;;;;;;;;;F2;;;;R1;2;;;;;;;;15;;;;;;;ISOPROPOXYETHANOL
1074;ISOPROPYL ACETATE;ACETIC ACID, 1-METHYLETHYL ESTER;            108-21-4;1220;#;;1;;;;;;F3;;;;;;2;3;4;;;;;;15;17;;;;;;ISOPROPYLACETATE
1075;ISOPROPYL ACID PHOSPHATE;PHOSPHORIC ACID, MONO(1-METHYLETHYL) ESTER;           1623-24-1;1793;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLACIDPHOSPHATE
1076;ISOPROPYL ALCOHOL;2-PROPANOL;             67-63-0;1219;#;;1;;;;;;F3;;;;;;2;3;4;;6;7;;;15;17;18;;;;;ISOPROPYLALCOHOL
1077;ISOPROPYLAMINE;2-PROPANAMINE;             75-31-0;1221;#;;1;;;;;F4;;;;;;;2;3;4;;6;;;;15;17;;;;;22;ISOPROPYLAMINE
1078;ISOPROPYL BUTYRATE;BUTANOIC ACID, 1-METHYLETHYL ESTER;            638-11-9;2405;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLBUTYRATE
1079;ISOPROPYL CHLOROACETATE;ACETIC ACID, CHLORO-, 1-METHYLETHYL ESTER;            105-48-6;2947;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLCHLOROACETATE
1080;ISOPROPYL CHLOROFORMATE;CARBONOCHLORIDIC ACID, 1-METHYLETHYL ESTER;            108-23-6;2407;#;;;;CO;;;;F3;;;R3;;;;3;;;6;;;;;17;;19;;;22;ISOPROPYLCHLOROFORMATE
1081;ISOPROPYL-2-CHLOROPROPIONATE;PROPANOIC ACID, 2-CHLORO-, 1-METHYLETHYL ESTER;          40058-87-5;2934;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLCHLOROPROPIONATE
1082;ISOPROPYL GLYCIDYL ETHER;OXIRANE, [(1-METHYLETHOXY)METHYL]-;           4016-14-2;;#;;1;;;;;;F3;;;;;;2;;4;;;;;;;;;;;;;ISOPROPYLGLYCIDYLETHER
1083;ISOPROPYL ISOBUTYRATE;PROPANOIC ACID, 2-METHYL-, 1-METHYLETHYL ESTER;            617-50-5;2406;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLISOBUTYRATE
1084;ISOPROPYL ISOCYANATE;PROPANE, 2-ISOCYANATO-;           1795-48-8;2483;#;;;;;;;;F3;;;;R2;;;3;;;;;;;;17;;;;;;ISOPROPYLISOCYANATE
1085;ISOPROPYL MERCAPTAN;2-PROPANETHIOL;             75-33-2;2402;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLMERCAPTAN
1086;ISOPROPYL NITRATE;NITRIC ACID, 1-METHYLETHYL ESTER;           1712-64-7;1222;#;;;;;;;;F3;;;R3;;;;3;;;;;;;;17;;;;;;ISOPROPYLNITRATE
1087;ISOPROPYL PROPIONATE;PROPANOIC ACID, 1-METHYLETHYL ESTER;            637-78-5;2409;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;ISOPROPYLPROPIONATE
1090;KEPONE;1,3,4-METHENO-2H-CYCLOBUTA[cd]PENTALEN-2-ONE, 1,1a,3,3a,4,5,5,5a,5b,6-DECACHLOROOCTAHYDRO-;            143-50-0;2761;#;;;CA;;;;;;;;;;;;3;4;5;6;7;;;;17;;;20;21;;KEPONE
1091;KEROSENE;KEROSINE (PETROLEUM);           8008-20-6;1223;;;;;;;;;;F2;;;;;2;3;4;;6;7;;;15;17;;;;;;KEROSENE
1092;KETENE;ETHENONE;            463-51-4;;#;;1;;;;;;F3;;;;;R1;2;;4;;;;;;;;;;;;;KETENE
1094;LASIOCARPINE;2-BUTENOIC ACID, 2-METHYL-, (1S,7aR)-7-[[(2R)-2,3-DIHYDROXY-2-[(1S)-1-METHOXYETHYL]-3-METHYL-1-OXOBUTOXY]METHYL]-2,3,5,7a-TETRAHYDRO-1H-PYRROLIZIN-1-YL ESTER, (2Z)-;            303-34-4;3077;#;;;CA;;;;;;;;;;;;3;;;;7;;;;17;;;20;21;;LASIOCARPINE
1096;LEAD;LEAD;           7439-92-1;3077;#;;1;CA;;;TE;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEAD
1097;LEAD ACETATE;ACETIC ACID, LEAD (2+) SALT;            301-04-2;1616;#;;1;CA;;;TE;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;LEADACETATE
1098;LEAD ARSENATE;ARSENIC ACID (H3AsO4), LEAD (2+)SALT (1:1);           7784-40-9;1617;#;;1;CA;;;;;;;;;;;;3;4;5;6;7;8;;;17;18;;20;;;LEADARSENATE
1099;LEAD ARSENITE;ARSENENOUS ACID, LEAD(2+) SALT;          10031-13-7;1618;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADARSENITE
1101;LEAD CHLORIDE;LEAD CHLORIDE (PbCl2);           7758-95-4;2291;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADCHLORIDE
1102;LEAD CHROMATE;CHROMIC ACID (H2CrO4), LEAD(2+) SALT (1:1);           7758-97-6;3288;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADCHROMATE
1103;LEAD CYANIDE;LEAD CYANIDE (Pb(CN)2);            592-05-2;1620;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADCYANIDE
1104;LEAD DIOXIDE;LEAD OXIDE (PbO2);           1309-60-0;1872;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADDIOXIDE
1105;LEAD FLUOBORATE;BORATE(1-), TETRAFLUORO-, LEAD(2+)(2:1);          13814-96-5;2291;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADFLUOBORATE
1106;LEAD FLUORIDE;LEAD FLUORIDE (PbF2);           7783-46-2;3077;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADFLUORIDE
1107;LEAD IODIDE;LEAD IODIDE (PbI2);          10101-63-0;3077;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADIODIDE
1108;LEAD NITRATE;NITRIC ACID, LEAD (2+) SALT;          10099-74-8;1469;#;;1;CA;;;TE;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADNITRATE
1109;LEAD PERCHLORATE;PERCHLORIC ACID, LEAD (2+) SALT;          13637-76-8;1470;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADPERCHLORATE
1110;LEAD PHOSPHATE;PHOSPHORIC ACID, LEAD (2+) SALT(2:3);           7446-27-7;2291;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;LEADPHOSPHATE
1111;LEAD STEARATE;OCTADECANOIC ACID, LEAD SALT;           7428-48-0;3077;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;LEADSTEARATE
